country,sat
SP,2.91700005531311
SP,4.5
SP,3.58299994468689
SP,4.08300018310547
SP,3.75
SP,4.33300018310547
SP,2.66700005531311
SP,3.58299994468689
SP,4.33300018310547
SP,4.5
SP,2.58299994468689
SP,3.25
SP,4.83300018310547
SP,4.16699981689453
SP,5.5
SP,5
SP,3.25
SP,5.08300018310547
SP,4.58300018310547
SP,3.75
SP,4.33300018310547
SP,4.58300018310547
SP,2.66700005531311
SP,2.66700005531311
SP,4.25
SP,4.16699981689453
SP,2.58299994468689
SP,3.08299994468689
SP,4.16699981689453
SP,3.25
SP,3.83299994468689
SP,4.33300018310547
SP,4.41699981689453
SP,4.33300018310547
SP,4.75
SP,5.83300018310547
SP,5.58300018310547
SP,4.75
SP,3.75
SP,4.58300018310547
SP,4.16699981689453
SP,3.83299994468689
SP,4.75
SP,3.5
SP,4.33300018310547
SP,3.58299994468689
SP,5.16699981689453
SP,4
SP,5.41699981689453
SP,5.16699981689453
SP,4.16699981689453
SP,5.08300018310547
SP,3.33299994468689
SP,4.16699981689453
SP,4.16699981689453
SP,4.08300018310547
SP,5.08300018310547
SP,5.33300018310547
SP,4.16699981689453
SP,4.83300018310547
SP,3.58299994468689
SP,4.16699981689453
SP,3.91700005531311
SP,2.75
SP,4.66699981689453
SP,3.25
SP,2.66700005531311
SP,4.5
SP,4.83300018310547
SP,4.5
SP,4.58300018310547
SP,4
SP,1.75
SP,2.83299994468689
SP,4.5
SP,3.91700005531311
SP,5.08300018310547
SP,3.5
SP,4.75
SP,5
SP,3.58299994468689
SP,5.83300018310547
SP,4.08300018310547
SP,4.66699981689453
SP,4.66699981689453
SP,5.5
SP,5.75
SP,3.33299994468689
SP,3.5
SP,4.33300018310547
SP,5.33300018310547
SP,5.33300018310547
SP,5.66699981689453
